ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Columbus Day,Columbus Day_lower,Columbus Day_upper,Independence Day,Independence Day_lower,Independence Day_upper,Juneteenth National Independence Day,Juneteenth National Independence Day_lower,Juneteenth National Independence Day_upper,Labor Day,Labor Day_lower,Labor Day_upper,Martin Luther King Jr. Day,Martin Luther King Jr. Day_lower,Martin Luther King Jr. Day_upper,Memorial Day,Memorial Day_lower,Memorial Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,New Year's Day (observed),New Year's Day (observed)_lower,New Year's Day (observed)_upper,Thanksgiving,Thanksgiving_lower,Thanksgiving_upper,Veterans Day,Veterans Day_lower,Veterans Day_upper,Veterans Day (observed),Veterans Day (observed)_lower,Veterans Day (observed)_upper,Washington's Birthday,Washington's Birthday_lower,Washington's Birthday_upper,daily,daily_lower,daily_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,holidays,holidays_lower,holidays_upper,is_weekend,is_weekend_lower,is_weekend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat,Warehouse_ID,Product_ID
2023-02-10,321.45018862275447,272.0924505853381,377.91039151236754,321.45018862275447,321.45018862275447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01034352,0.01034352,0.01034352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008669067288111718,0.008669067288111718,0.008669067288111718,-0.03234336704948537,-0.03234336704948537,-0.03234336704948537,0.030668914337597088,0.030668914337597088,0.030668914337597088,0.0,0.0,0.0,324.23686193770135,1,1
2023-02-11,321.24600748502996,357.656544811389,460.65855702688214,321.24600748502996,321.24600748502996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01034352,0.01034352,0.01034352,0.0816865,0.0816865,0.0816865,0.0,0.0,0.0,0.0816865,0.0816865,0.0816865,0.27234069377157877,0.27234069377157877,0.27234069377157877,0.1498513141744554,0.1498513141744554,0.1498513141744554,0.030459359597123356,0.030459359597123356,0.030459359597123356,0.0,0.0,0.0,408.73436803485276,1,1
2023-02-12,321.04182634991724,348.1086093115018,450.9434531296934,321.04182634991724,321.04182634991724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01034352,0.01034352,0.01034352,0.0816865,0.0816865,0.0816865,0.0,0.0,0.0,0.0816865,0.0816865,0.0816865,0.25417993735793176,0.25417993735793176,0.25417993735793176,0.1334655906508943,0.1334655906508943,0.1334655906508943,0.028684326707037473,0.028684326707037473,0.028684326707037473,0.0,0.0,0.0,402.64421766081523,1,1
2023-02-13,320.8376452148045,259.96911193768193,366.10881538355903,320.8376452148045,320.8376452148045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01034352,0.01034352,0.01034352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.034252046148323695,-0.034252046148323695,-0.034252046148323695,-0.07034552277460007,-0.07034552277460007,-0.07034552277460007,0.025749956626276382,0.025749956626276382,0.025749956626276382,0.0,0.0,0.0,309.84829938478754,1,1
2023-02-14,320.63346407969186,259.1059993402539,362.08707799085,320.63346407969186,320.63346407969186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01034352,0.01034352,0.01034352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03728370202186369,-0.03728370202186369,-0.03728370202186369,-0.06970992953690555,-0.06970992953690555,-0.06970992953690555,0.022082707515041863,0.022082707515041863,0.022082707515041863,0.0,0.0,0.0,308.6790615467067,1,1
2023-02-15,320.42928294457914,266.1823655672647,370.18829904486194,320.42928294457914,320.42928294457914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01034352,0.01034352,0.01034352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013766567435699083,-0.013766567435699083,-0.013766567435699083,-0.042225275464312366,-0.042225275464312366,-0.042225275464312366,0.018115188028613283,0.018115188028613283,0.018115188028613283,0.0,0.0,0.0,316.01807161254993,1,1
2023-02-16,320.2251018094664,251.1966014137311,354.821216387944,320.2251018094664,320.2251018094664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01034352,0.01034352,0.01034352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0440770858082664,-0.0440770858082664,-0.0440770858082664,-0.0686928100000612,-0.0686928100000612,-0.0686928100000612,0.014272204191794799,0.014272204191794799,0.014272204191794799,0.0,0.0,0.0,306.11051251904973,1,1
2023-02-17,320.0209206743537,263.65559141044315,368.14015684465693,320.0209206743537,320.0209206743537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01034352,0.01034352,0.01034352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011042436400416489,-0.011042436400416489,-0.011042436400416489,-0.03234336704934858,-0.03234336704934858,-0.03234336704934858,0.01095741064893209,0.01095741064893209,0.01095741064893209,0.0,0.0,0.0,316.4871100110044,1,1
2023-02-18,319.816739539241,348.2222117649838,449.7319192676693,319.816739539241,319.816739539241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01034352,0.01034352,0.01034352,0.0816865,0.0816865,0.0816865,0.0,0.0,0.0,0.0816865,0.0816865,0.0816865,0.2504222676638923,0.2504222676638923,0.2504222676638923,0.14985131417462128,0.14985131417462128,0.14985131417462128,0.008540933489271,0.008540933489271,0.008540933489271,0.0,0.0,0.0,399.9059726915301,1,1
2023-02-19,319.61255840412827,344.13652422116735,448.79238900945546,319.61255840412827,319.61255840412827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01034352,0.01034352,0.01034352,0.0816865,0.0816865,0.0816865,0.0,0.0,0.0,0.0816865,0.0816865,0.0816865,0.23284390901827193,0.23284390901827193,0.23284390901827193,0.13346559065070931,0.13346559065070931,0.13346559065070931,0.007348298367562595,0.007348298367562595,0.007348298367562595,0.0,0.0,0.0,394.03239587427623,1,1
2023-02-20,319.40837726901555,327.04477713425763,434.6959276675848,319.40837726901555,319.40837726901555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247378,0.247378,0.247378,0.01034352,0.01034352,0.01034352,0.0,0.0,0.0,0.247378,0.247378,0.247378,0.0,0.0,0.0,0.19502695255509242,0.19502695255509242,0.19502695255509242,-0.07034552277471354,-0.07034552277471354,-0.07034552277471354,0.007650955329805961,0.007650955329805961,0.007650955329805961,0.0,0.0,0.0,381.7016197083589,1,1
2023-02-21,319.2041961339028,251.4329392601302,356.41000180683056,319.2041961339028,319.2041961339028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01034352,0.01034352,0.01034352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049707767650683694,-0.049707767650683694,-0.049707767650683694,-0.06970992953686812,-0.06970992953686812,-0.06970992953686812,0.009658641886184427,0.009658641886184427,0.009658641886184427,0.0,0.0,0.0,303.3372681193555,1,1
